date,section_name,headline,abstract,lead_paragraph,keywords,word_count
2021-07-14,New York,"As Delta Spreads, Virus Cases Rise in New York City","But because of vaccines, health experts don’t expect the recent increase to reach the levels seen in New York City’s first and second waves.","Fueled by the Delta variant, daily coronavirus case counts in New York City have begun climbing in recent days, even as the city seems determined to turn the page on the pandemic.","['Coronavirus (2019-nCoV)', 'Disease Rates', 'Vaccination and Immunization', 'Coronavirus Risks and Safety Concerns']",1343
2021-07-14,Real Estate,"Living In ... Red Hook, N.Y.","In this upstate town, the villages and hamlets have their own distinct personalities, but agriculture is a common theme.","In this upstate town, the villages and hamlets have their own distinct personalities, but agriculture is a common theme.",['Real Estate and Housing (Residential)'],0
2021-07-14,Real Estate,"Red Hook, N.Y.: A Farming Town With a Welcoming Community","In this upstate town, the villages and hamlets have distinct personalities, but agriculture is a common theme.","The source of some apples, eggs and radishes at farmers’ markets in New York City, according to signs, can be something of a head-scratcher. Isn’t Red Hook in industrial Brooklyn?",['Real Estate and Housing (Residential)'],1509
2021-07-14,New York,Anti-Asian Attacks Continue as City Reopens,The violence still feels fresh in some communities even though the spotlight on it has dimmed., [Want to get New York Today by email? Here’s the sign-up.],"['Hate Crimes', 'Asian-Americans', 'Coronavirus (2019-nCoV)', 'Wages and Salaries']",1114
2021-07-14,World,Pope Francis Leaves Hospital After Colon Surgery,The Vatican has described the pontiff’s recovery as normal after surgery on July 4.,"ROME — Pope Francis returned to the Vatican on Wednesday after a 10-day hospital stay, a development that was welcome news for his followers who had been caught off guard by word that he had required colon surgery.",['Surgery and Surgeons'],452
2021-07-14,U.S.,Schumer Proposes Federal Decriminalization of Marijuana,"Senator Chuck Schumer, the majority leader, offered draft legislation to remove marijuana from the list of controlled substances and begin regulating and taxing it.","WASHINGTON — Senator Chuck Schumer of New York proposed ambitious legislation on Wednesday to decriminalize marijuana at the federal level, putting his weight as majority leader behind a growing movement to unwind the decades-old war on drugs.","['Marijuana', 'Law and Legislation', 'Regulation and Deregulation of Industry', 'Sales and Excise Taxes', 'United States Politics and Government', 'Drug Abuse and Traffic']",1212
2021-07-14,Crosswords & Games,Who Made My Crossword?,This month’s constructor spotlight shines on Johanna Fenimore.,I never dreamed of constructing until Andrea Carla Michaels contacted me and asked if I’d like to make a puzzle with her. My immediate answer was “Yes!”,['Crossword Puzzles'],523
2021-07-14,Podcasts,The Heat Wave That Hit the Pacific Northwest,"Record-breaking climate extremes, from heat to drought to wildfires, are blanketing the United States this summer. This is how one region has been struck.",The heat wave that hit America’s Pacific Northwest this summer took many by surprise.,"['Weather', 'Global Warming', 'audio-neutral-informative']",310
2021-07-14,Briefing,Knowing Your Future,Katharine Moser chose to find out her genetic destiny in 2005. We revisit her story on her 40th birthday.,"More than 15 years ago, Katharine Moser became part of the vanguard of genetic testing. While in her early 20s, she decided to find out whether she had a form of a gene that meant she was guaranteed to get Huntington’s disease — a fatal, incurable disease that ran in her mother’s family and typically begins to ravage people’s bodies and minds by middle age.",[],1657
2021-07-14,Movies,‘Gunpowder Milkshake’ Review: The Ladies Who Punch,"This neon-lit, female-led Netflix shoot-‘em-up tries way too hard to be cool.","At one point in “Gunpowder Milkshake,” Navot Papushado’s slick, homage-heavy Netflix crime picture, Michelle Yeoh has a raucous fist fight with a Russian mobster that culminates in her strangling him to death with a length of steel chain. Now, this is important information, because Yeoh is one of the greatest screen martial artists of all time and, now at 58, is rarely afforded opportunities to pummel bad guys with gratuitous flair. Papushado lets her wreak carnage — alongside the great Angela Bassett, who wields a pair of claw hammers — and for that we can be grateful.",['Movies'],382
2021-07-14,Sports,"Where Have You Gone, Dustin Pedroia?","For decades, second basemen were the smallest players on the field. But with game strategies evolving, and double plays evaporating, the position is getting supersized.","Not long after the Colorado Rockies selected Ryan McMahon in the second round of the 2013 draft, the third baseman began casually, but regularly, asking the club’s farm director, Zach Wilson, about trying second base. That the 6-foot-2, 219-pound McMahon was a power-hitting corner infielder who hadn’t played second base since he was 12 years old was beside the point.",['Baseball'],1621
2021-07-14,Movies,James Gunn Nearly Blew Up His Career. Now He’s Back With ‘The Suicide Squad’,"The “Guardians of the Galaxy” director talks about the Twitter controversy that got him temporarily fired from Marvel, and his crossover to the DC franchise.","One day in July 2018, James Gunn discovered that he was trending on Twitter and not for a good reason. Gunn, the filmmaker behind Marvel’s “Guardians of the Galaxy” science-fiction series, had tweeted many deliberately crude jokes about the Holocaust, the 9/11 attacks, AIDS, pedophilia and rape. Now they had been resurfaced, steering waves of criticism his way. Gunn was fired from a planned third “Guardians” movie and he believed his career was over. “It seemed like everything was gone,” he said recently.","['Movies', 'Comic Books and Strips', 'Content Type: Personal Profile']",2583
2021-07-14,Climate,Energy Department Targets Vastly Cheaper Batteries to Clean Up the Grid,The Biden administration's push for more wind and solar power poses big challenges. New types of energy storage could help — but only if they get much cheaper.,"WASHINGTON — The Energy Department on Wednesday announced a new effort to tackle one of the toughest technical challenges facing President Biden’s push for an electric grid dominated by solar and wind power — namely, what to do when the sun stops shining and the wind stops blowing.","['Alternative and Renewable Energy', 'Global Warming', 'Greenhouse Gas Emissions', 'Batteries', 'Solar Energy', 'Hydroelectric Power', 'Geothermal Power', 'Wind Power', 'Electric Light and Power', 'United States Politics and Government']",1200
2021-07-14,U.S.,The Bootleg fire in Oregon is among more than 60 wildfires in the U.S.,"The Bootleg fire has burned more than 200,000 acres and prompted evacuations.","The Bootleg fire, a fast-moving wildfire in southern Oregon, has burned more than 200,000 acres, and meteorologists warned on Thursday that weather conditions in the next few days could make it worse.","['Wildfires', 'Weather']",476
2021-07-14,World,London’s mayor says masks will remain mandatory on public transport.,The announcement comes as coronavirus infections in England surge and hospital admissions begin to mount.,"Face masks will continue to be mandatory on London’s subways and buses even after the government lifts the legal requirement to wear them on July 19, the city’s mayor, Sadiq Khan, said on Wednesday.","['Coronavirus (2019-nCoV)', 'Masks', 'Transportation']",360
2021-07-14,Business Day,What if Inflation Isn’t ‘Transitory’?,More experts think higher prices will stay for a while.,"As everything from airline tickets to used cars, fresh fruit and lumber has gotten more expensive over the past several months, policymakers in Washington have repeatedly described the pop in prices as “transitory.” That word is losing its traction.","['Greenhouse Gas Emissions', 'Mergers, Acquisitions and Divestitures', 'Inflation (Economics)', 'Securities and Commodities Violations', 'Shareholder Rights and Activism']",1681
